scaled_lat,scaled_lon,FFMC,DMC,DC,ISI,temp,RH,wind,rain,y
0.00045720,-134.88722470,92.40000000,124.10000000,680.70000000,8.50000000,22.50000000,42,5.40000000,0.00000000,0
0.00029520,-134.88717510,84.40000000,73.40000000,671.90000000,3.20000000,17.90000000,45,3.10000000,0.00000000,0
0.00037840,-134.88707510,94.30000000,85.10000000,692.30000000,15.90000000,19.80000000,50,5.40000000,0.00000000,0
0.00030080,-134.88718110,92.60000000,46.50000000,691.80000000,8.80000000,20.60000000,24,5.40000000,0.00000000,0
0.00046120,-134.88721020,87.60000000,52.20000000,103.80000000,5.00000000,9.00000000,49,2.20000000,0.00000000,0
0.00035960,-134.88715000,93.50000000,149.30000000,728.60000000,8.10000000,17.20000000,43,3.10000000,0.00000000,0
0.00050400,-134.88722900,91.40000000,37.90000000,673.80000000,5.20000000,15.90000000,46,3.60000000,0.00000000,0
0.00038900,-134.88720420,92.60000000,46.50000000,691.80000000,8.80000000,15.40000000,35,0.90000000,0.00000000,0
0.00046520,-134.88707860,68.20000000,21.50000000,87.20000000,0.80000000,15.40000000,40,2.70000000,0.00000000,0
0.00062220,-134.88699410,87.20000000,23.90000000,64.70000000,4.10000000,14.00000000,39,3.10000000,0.00000000,0
0.00051680,-134.88700070,89.30000000,51.30000000,102.20000000,9.60000000,10.60000000,46,4.90000000,0.00000000,0
0.00058760,-134.88715750,93.70000000,80.90000000,685.20000000,17.90000000,17.60000000,42,3.10000000,0.00000000,0
0.00036480,-134.88719190,88.10000000,25.70000000,67.60000000,3.80000000,14.90000000,38,2.70000000,0.00000000,0
0.00043080,-134.88711020,93.50000000,139.40000000,594.20000000,20.30000000,17.60000000,52,5.80000000,0.00000000,0
0.00054350,-134.88722770,92.40000000,124.10000000,680.70000000,8.50000000,17.20000000,58,1.30000000,0.00000000,0
0.00053590,-134.88709040,90.90000000,126.50000000,686.50000000,7.00000000,15.60000000,66,3.10000000,0.00000000,0
0.00075030,-134.88660980,85.80000000,48.30000000,313.40000000,3.90000000,18.00000000,42,2.70000000,0.00000000,1
0.00044920,-134.88731520,91.00000000,129.50000000,692.60000000,7.00000000,21.70000000,38,2.20000000,0.00000000,1
0.00035930,-134.88727080,90.90000000,126.50000000,686.50000000,7.00000000,21.90000000,39,1.80000000,0.00000000,1
0.00024270,-134.88732590,95.50000000,99.90000000,513.30000000,13.20000000,23.30000000,31,4.50000000,0.00000000,1
0.00047250,-134.88666610,90.10000000,108.00000000,529.80000000,12.50000000,21.20000000,51,8.90000000,0.00000000,1
0.00023950,-134.88728870,90.00000000,51.30000000,296.30000000,8.70000000,16.60000000,53,5.40000000,0.00000000,1
0.00049500,-134.88727810,95.50000000,99.90000000,513.30000000,13.20000000,23.80000000,32,5.40000000,0.00000000,1
0.00035140,-134.88693840,95.20000000,131.70000000,578.80000000,10.40000000,27.40000000,22,4.00000000,0.00000000,1
0.00039580,-134.88706920,90.10000000,39.70000000,86.60000000,6.20000000,13.20000000,40,5.40000000,0.00000000,1
0.00036330,-134.88665830,84.40000000,73.40000000,671.90000000,3.20000000,24.20000000,28,3.60000000,0.00000000,1
0.00016910,-134.88722860,94.80000000,108.30000000,647.10000000,17.00000000,17.40000000,43,6.70000000,0.00000000,1
0.00053100,-134.88669550,93.70000000,80.90000000,685.20000000,17.90000000,23.70000000,25,4.50000000,0.00000000,1
0.00052560,-134.88695050,92.50000000,56.40000000,433.30000000,7.10000000,23.20000000,39,5.40000000,0.00000000,1
0.00074230,-134.88672400,90.10000000,68.60000000,355.20000000,7.20000000,24.80000000,29,2.20000000,0.00000000,1
0.00035680,-134.88715050,90.10000000,51.20000000,424.10000000,6.20000000,24.60000000,43,1.80000000,0.00000000,1
0.00037650,-134.88699240,94.30000000,85.10000000,692.30000000,15.90000000,20.10000000,47,4.90000000,0.00000000,1
0.00047210,-134.88730400,93.40000000,145.40000000,721.40000000,8.10000000,29.60000000,27,2.70000000,0.00000000,1
0.00026130,-134.88672710,94.80000000,108.30000000,647.10000000,17.00000000,16.40000000,47,1.30000000,0.00000000,1
0.00043810,-134.88732680,93.40000000,145.40000000,721.40000000,8.10000000,28.60000000,27,2.20000000,0.00000000,1
0.00024560,-134.88732090,92.10000000,111.20000000,654.10000000,9.60000000,18.40000000,45,3.60000000,0.00000000,1
0.00043500,-134.88723390,92.10000000,111.20000000,654.10000000,9.60000000,20.50000000,35,4.00000000,0.00000000,1
0.00044770,-134.88689850,92.40000000,117.90000000,668.00000000,12.20000000,19.00000000,34,5.80000000,0.00000000,1
0.00038490,-134.88672890,90.10000000,39.70000000,86.60000000,6.20000000,16.10000000,29,3.10000000,0.00000000,1
0.00029570,-134.88693720,95.20000000,131.70000000,578.80000000,10.40000000,20.30000000,41,4.00000000,0.00000000,1
0.00019640,-134.88692240,90.60000000,50.10000000,100.40000000,7.80000000,15.20000000,31,8.50000000,0.00000000,1
0.00061630,-134.88666700,92.50000000,121.10000000,674.40000000,8.60000000,17.80000000,56,1.80000000,0.00000000,1
0.00047060,-134.88664760,89.70000000,90.00000000,704.40000000,4.80000000,17.80000000,67,2.20000000,0.00000000,1
0.00055050,-134.88694140,84.90000000,18.20000000,55.00000000,3.00000000,5.30000000,70,4.50000000,0.00000000,1
0.00050100,-134.88685440,92.10000000,111.20000000,654.10000000,9.60000000,16.60000000,47,0.90000000,0.00000000,1
0.00046180,-134.88685440,96.00000000,127.10000000,570.50000000,16.50000000,23.40000000,33,4.50000000,0.00000000,1
0.00049910,-134.88693620,91.20000000,48.30000000,97.80000000,12.50000000,14.60000000,26,9.40000000,0.00000000,1
0.00052390,-134.88680810,95.20000000,131.70000000,578.80000000,10.40000000,20.70000000,45,2.20000000,0.00000000,1
0.00034740,-134.88707540,92.90000000,133.30000000,699.60000000,9.20000000,21.90000000,35,1.80000000,0.00000000,1
0.00061120,-134.88671040,85.60000000,90.40000000,609.60000000,6.60000000,17.40000000,50,4.00000000,0.00000000,1
0.00041690,-134.88678510,91.40000000,142.40000000,601.40000000,10.60000000,20.10000000,39,5.40000000,0.00000000,1
0.00030310,-134.88717240,90.90000000,126.50000000,686.50000000,7.00000000,17.70000000,39,2.20000000,0.00000000,1
0.00042880,-134.88735520,90.20000000,96.90000000,624.20000000,8.90000000,14.20000000,53,1.80000000,0.00000000,1
0.00045650,-134.88726910,90.20000000,96.90000000,624.20000000,8.90000000,20.30000000,39,4.90000000,0.00000000,1
0.00042310,-134.88697090,81.50000000,9.10000000,55.20000000,2.70000000,5.80000000,54,5.80000000,0.00000000,1
0.00036170,-134.88724970,90.20000000,99.60000000,631.20000000,6.30000000,19.20000000,44,2.70000000,0.00000000,1
0.00048120,-134.88719320,90.10000000,82.90000000,735.70000000,6.20000000,18.30000000,45,2.20000000,0.00000000,1
0.00058520,-134.88679480,88.80000000,147.30000000,614.50000000,9.00000000,14.40000000,66,5.40000000,0.00000000,1
0.00036680,-134.88738070,92.40000000,124.10000000,680.70000000,8.50000000,23.90000000,32,6.70000000,0.00000000,1
0.00059330,-134.88682120,84.90000000,32.80000000,664.20000000,3.00000000,19.10000000,32,4.00000000,0.00000000,1
0.00034660,-134.88708330,86.80000000,15.60000000,48.30000000,3.90000000,12.40000000,53,2.20000000,0.00000000,1
0.00028560,-134.88672750,91.70000000,48.50000000,696.10000000,11.10000000,16.80000000,45,4.50000000,0.00000000,1
0.00044600,-134.88666260,93.90000000,135.70000000,586.70000000,15.10000000,20.80000000,34,4.90000000,0.00000000,1
0.00049540,-134.88721050,91.00000000,129.50000000,692.60000000,7.00000000,17.60000000,46,3.10000000,0.00000000,1
0.00053690,-134.88667190,89.30000000,51.30000000,102.20000000,9.60000000,11.50000000,39,5.80000000,0.00000000,1
0.00044690,-134.88737010,90.90000000,126.50000000,686.50000000,7.00000000,21.00000000,42,2.20000000,0.00000000,1
0.00034890,-134.88687840,90.80000000,41.90000000,89.40000000,7.90000000,13.30000000,42,0.90000000,0.00000000,1
0.00040640,-134.88671530,90.70000000,44.00000000,92.40000000,5.50000000,11.50000000,60,4.00000000,0.00000000,1
0.00054410,-134.88697840,91.20000000,48.30000000,97.80000000,12.50000000,11.70000000,33,4.00000000,0.00000000,1
0.00035180,-134.88728000,95.20000000,131.70000000,578.80000000,10.40000000,24.20000000,28,2.70000000,0.00000000,1
0.00017840,-134.88720290,94.80000000,108.30000000,647.10000000,17.00000000,24.60000000,22,4.50000000,0.00000000,1
0.00041120,-134.88711850,92.90000000,133.30000000,699.60000000,9.20000000,24.30000000,25,4.00000000,0.00000000,1
0.00009710,-134.88716220,94.80000000,108.30000000,647.10000000,17.00000000,24.60000000,22,4.50000000,0.00000000,1
0.00047140,-134.88728300,93.90000000,135.70000000,586.70000000,15.10000000,23.50000000,36,5.40000000,0.00000000,1
0.00047480,-134.88680150,81.50000000,9.10000000,55.20000000,2.70000000,5.80000000,54,5.80000000,0.00000000,1
0.00035360,-134.88710780,92.90000000,137.00000000,706.40000000,9.20000000,21.50000000,15,0.90000000,0.00000000,1
0.00040850,-134.88722390,91.00000000,129.50000000,692.60000000,7.00000000,13.90000000,59,6.30000000,0.00000000,1
0.00038840,-134.88716120,63.50000000,70.80000000,665.30000000,0.80000000,22.60000000,38,3.60000000,0.00000000,1
0.00043570,-134.88742370,91.00000000,129.50000000,692.60000000,7.00000000,21.60000000,33,2.20000000,0.00000000,1
0.00050460,-134.88681800,90.10000000,37.60000000,83.70000000,7.20000000,12.40000000,54,3.60000000,0.00000000,1
0.00043410,-134.88689300,83.90000000,8.70000000,32.10000000,2.10000000,8.80000000,68,2.20000000,0.00000000,1
0.00052010,-134.88674270,91.40000000,37.90000000,673.80000000,5.20000000,20.20000000,37,2.70000000,0.00000000,1
0.00050630,-134.88705180,90.60000000,50.10000000,100.40000000,7.80000000,15.10000000,64,4.00000000,0.00000000,1
0.00046250,-134.88711790,92.90000000,137.00000000,706.40000000,9.20000000,22.10000000,34,1.80000000,0.00000000,1
0.00025970,-134.88729280,93.50000000,139.40000000,594.20000000,20.30000000,22.90000000,31,7.20000000,0.00000000,1
0.00047450,-134.88678800,91.00000000,129.50000000,692.60000000,7.00000000,20.70000000,37,2.20000000,0.00000000,1
0.00049870,-134.88688690,92.40000000,117.90000000,668.00000000,12.20000000,19.60000000,33,6.30000000,0.00000000,1
0.00021070,-134.88682090,93.70000000,80.90000000,685.20000000,17.90000000,23.20000000,26,4.90000000,0.00000000,1
0.00031450,-134.88717200,90.60000000,43.70000000,686.90000000,6.70000000,18.40000000,25,3.10000000,0.00000000,1
0.00041780,-134.88682010,93.50000000,139.40000000,594.20000000,20.30000000,5.10000000,96,5.80000000,0.00000000,1
0.00037950,-134.88672280,94.30000000,85.10000000,692.30000000,15.90000000,20.10000000,47,4.90000000,0.00000000,1
0.00035210,-134.88686630,87.60000000,52.20000000,103.80000000,5.00000000,11.00000000,46,5.80000000,0.00000000,1
0.00045140,-134.88698270,91.70000000,35.80000000,80.80000000,7.80000000,17.00000000,27,4.90000000,0.00000000,1
0.00038920,-134.88717320,91.70000000,35.80000000,80.80000000,7.80000000,17.00000000,27,4.90000000,0.00000000,1
0.00038870,-134.88703040,92.40000000,124.10000000,680.70000000,8.50000000,16.90000000,60,1.30000000,0.00000000,1
0.00036100,-134.88741150,88.60000000,91.80000000,709.90000000,7.10000000,12.40000000,73,6.30000000,0.00000000,1
0.00049600,-134.88703040,92.90000000,133.30000000,699.60000000,9.20000000,19.40000000,19,1.30000000,0.00000000,1
0.00041210,-134.88690080,90.10000000,39.70000000,86.60000000,6.20000000,15.20000000,27,3.10000000,0.00000000,1
0.00053010,-134.88673990,90.20000000,99.60000000,631.20000000,6.30000000,16.20000000,59,3.10000000,0.00000000,1
0.00033510,-134.88710270,93.30000000,141.20000000,713.90000000,13.90000000,18.60000000,49,3.60000000,0.00000000,1
0.00029450,-134.88698460,87.60000000,52.20000000,103.80000000,5.00000000,11.00000000,46,5.80000000,0.00000000,1
0.00009640,-134.88728720,88.30000000,150.30000000,309.90000000,6.80000000,13.40000000,79,3.60000000,0.00000000,1
0.00029540,-134.88685430,90.10000000,82.90000000,735.70000000,6.20000000,15.40000000,57,4.50000000,0.00000000,1
0.00039800,-134.88708150,93.50000000,149.30000000,728.60000000,8.10000000,22.90000000,39,4.90000000,0.00000000,1
0.00050400,-134.88674530,91.70000000,48.50000000,696.10000000,11.10000000,16.10000000,44,4.00000000,0.00000000,1
0.00054140,-134.88674540,92.20000000,81.80000000,480.80000000,11.90000000,20.10000000,34,4.50000000,0.00000000,1
0.00058320,-134.88716520,93.50000000,149.30000000,728.60000000,8.10000000,28.30000000,26,3.10000000,0.00000000,1
0.00053060,-134.88672790,92.20000000,81.80000000,480.80000000,11.90000000,16.40000000,43,4.00000000,0.00000000,1
0.00028870,-134.88707070,92.90000000,133.30000000,699.60000000,9.20000000,26.40000000,21,4.50000000,0.00000000,1
0.00036540,-134.88725040,93.50000000,149.30000000,728.60000000,8.10000000,27.80000000,27,3.10000000,0.00000000,1
0.00042060,-134.88695300,91.00000000,129.50000000,692.60000000,7.00000000,18.70000000,43,2.70000000,0.00000000,1
0.00045250,-134.88672160,84.40000000,73.40000000,671.90000000,3.20000000,24.30000000,36,3.10000000,0.00000000,1
0.00044480,-134.88711200,92.50000000,121.10000000,674.40000000,8.60000000,17.70000000,25,3.10000000,0.00000000,1
